xprize_subdomain,test,test_label,sex_label,age_label,age_bin,N,N reversal 5yr,N reversal 10yr,N reversal 15yr,N reversal 20yr
Executive Function & Processing,dsb,Digit Span Backward,Men,65-69,65,213,0.215962441314554,0.14553990610328638,0.10328638497652583,0.09389671361502347
Executive Function & Processing,dsb,Digit Span Backward,Men,70-74,70,168,0.2619047619047619,0.19642857142857142,0.15476190476190477,0.125
Executive Function & Processing,dsb,Digit Span Backward,Men,75-79,75,150,0.13333333333333333,0.1,0.08,0.08
Executive Function & Processing,dsb,Digit Span Backward,Men,80-84,80,110,0.2636363636363636,0.23636363636363636,0.19090909090909092,0.17272727272727273
Executive Function & Processing,dsb,Digit Span Backward,Men,85-90,85,51,0.19607843137254902,0.17647058823529413,0.17647058823529413,0.13725490196078433
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,50-54,50,337,0.13056379821958458,0.13056379821958458,0.13056379821958458,0.07418397626112759
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,55-59,55,326,0.006134969325153374,0.003067484662576687,0.003067484662576687,0.003067484662576687
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,60-64,60,238,0,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,65-69,65,184,0.021739130434782608,0.005434782608695652,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,70-74,70,144,0.013888888888888888,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,75-79,75,89,0.033707865168539325,0.02247191011235955,0.011235955056179775,0.011235955056179775
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,80-84,80,129,0.12403100775193798,0.046511627906976744,0.031007751937984496,0.023255813953488372
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,85-90,85,79,0.05063291139240506,0.0379746835443038,0.012658227848101266,0.012658227848101266
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,50-54,50,267,0.09737827715355805,0.09737827715355805,0.09737827715355805,0.06367041198501873
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,55-59,55,294,0.01020408163265306,0.006802721088435374,0.006802721088435374,0.006802721088435374
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,60-64,60,211,0,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,65-69,65,162,0.012345679012345678,0.006172839506172839,0.006172839506172839,0.006172839506172839
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,70-74,70,144,0.013888888888888888,0.006944444444444444,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,75-79,75,71,0.028169014084507043,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,80-84,80,78,0.10256410256410256,0.0641025641025641,0.038461538461538464,0.02564102564102564
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,85-90,85,48,0.10416666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333
Memory,lmd,"Logical Memory, delayed recall",Women,50-54,50,342,0.06432748538011696,0.005847953216374269,0,0
Memory,lmd,"Logical Memory, delayed recall",Women,55-59,55,334,0.23053892215568864,0.06287425149700598,0.005988023952095809,0.005988023952095809
Memory,lmd,"Logical Memory, delayed recall",Women,60-64,60,251,0.4541832669322709,0.17928286852589642,0.043824701195219126,0.00796812749003984
Memory,lmd,"Logical Memory, delayed recall",Women,65-69,65,224,0.36160714285714285,0.36160714285714285,0.26339285714285715,0.05803571428571429
Memory,lmd,"Logical Memory, delayed recall",Women,70-74,70,201,0.22885572139303484,0.21890547263681592,0.21890547263681592,0.21890547263681592
Memory,lmd,"Logical Memory, delayed recall",Women,75-79,75,176,0.09659090909090909,0.0625,0.05113636363636364,0.05113636363636364
Memory,lmd,"Logical Memory, delayed recall",Women,80-84,80,186,0.20430107526881722,0.14516129032258066,0.07526881720430108,0.06989247311827956
Memory,lmd,"Logical Memory, delayed recall",Women,85-90,85,136,0.15441176470588236,0.08823529411764706,0.04411764705882353,0.03676470588235294
Memory,lmd,"Logical Memory, delayed recall",Men,50-54,50,277,0.07942238267148015,0.007220216606498195,0,0
Memory,lmd,"Logical Memory, delayed recall",Men,55-59,55,299,0.17725752508361203,0.016722408026755852,0,0
Memory,lmd,"Logical Memory, delayed recall",Men,60-64,60,220,0.42272727272727273,0.13636363636363635,0.01818181818181818,0
Memory,lmd,"Logical Memory, delayed recall",Men,65-69,65,209,0.41148325358851673,0.3923444976076555,0.19617224880382775,0.05741626794258373
Memory,lmd,"Logical Memory, delayed recall",Men,70-74,70,203,0.2955665024630542,0.2955665024630542,0.2955665024630542,0.2561576354679803
Memory,lmd,"Logical Memory, delayed recall",Men,75-79,75,133,0.23308270676691728,0.18045112781954886,0.18045112781954886,0.18045112781954886
Memory,lmd,"Logical Memory, delayed recall",Men,80-84,80,81,0.20987654320987653,0.1728395061728395,0.14814814814814814,0.13580246913580246
Memory,lmd,"Logical Memory, delayed recall",Men,85-90,85,46,0.32608695652173914,0.21739130434782608,0.17391304347826086,0.17391304347826086
Memory,lmi,"Logical Memory, immediate recall",Women,50-54,50,342,0.06725146198830409,0.005847953216374269,0,0
Memory,lmi,"Logical Memory, immediate recall",Women,55-59,55,334,0.2245508982035928,0.038922155688622756,0.0029940119760479044,0
Memory,lmi,"Logical Memory, immediate recall",Women,60-64,60,250,0.452,0.24,0.032,0.008
Memory,lmi,"Logical Memory, immediate recall",Women,65-69,65,226,0.336283185840708,0.336283185840708,0.2610619469026549,0.11061946902654868
Memory,lmi,"Logical Memory, immediate recall",Women,70-74,70,203,0.2413793103448276,0.2315270935960591,0.2315270935960591,0.2315270935960591
Memory,lmi,"Logical Memory, immediate recall",Women,75-79,75,179,0.11731843575418995,0.08379888268156424,0.08379888268156424,0.08379888268156424
Memory,lmi,"Logical Memory, immediate recall",Women,80-84,80,188,0.22340425531914893,0.11702127659574468,0.06914893617021277,0.06382978723404255
Memory,lmi,"Logical Memory, immediate recall",Women,85-90,85,137,0.12408759124087591,0.0948905109489051,0.043795620437956206,0.0364963503649635
Memory,lmi,"Logical Memory, immediate recall",Men,50-54,50,276,0.07971014492753623,0.010869565217391304,0.0036231884057971015,0
Memory,lmi,"Logical Memory, immediate recall",Men,55-59,55,298,0.18456375838926176,0.026845637583892617,0.003355704697986577,0
Memory,lmi,"Logical Memory, immediate recall",Men,60-64,60,219,0.3744292237442922,0.1689497716894977,0.0410958904109589,0.0182648401826484
Memory,lmi,"Logical Memory, immediate recall",Men,65-69,65,210,0.38095238095238093,0.3619047619047619,0.19523809523809524,0.0380952380952381
Memory,lmi,"Logical Memory, immediate recall",Men,70-74,70,205,0.32682926829268294,0.32682926829268294,0.32682926829268294,0.2780487804878049
Memory,lmi,"Logical Memory, immediate recall",Men,75-79,75,137,0.24087591240875914,0.15328467153284672,0.145985401459854,0.145985401459854
Memory,lmi,"Logical Memory, immediate recall",Men,80-84,80,86,0.23255813953488372,0.1511627906976744,0.1511627906976744,0.1511627906976744
Memory,lmi,"Logical Memory, immediate recall",Men,85-90,85,46,0.2826086956521739,0.21739130434782608,0.21739130434782608,0.1956521739130435
Memory,lmr,"Logical Memory, recognition",Women,50-54,50,312,0.20512820512820512,0.03205128205128205,0.00641025641025641,0
Memory,lmr,"Logical Memory, recognition",Women,55-59,55,317,0.3249211356466877,0.1861198738170347,0.05362776025236593,0.01892744479495268
Memory,lmr,"Logical Memory, recognition",Women,60-64,60,245,0.3142857142857143,0.3142857142857143,0.21224489795918366,0.0653061224489796
Memory,lmr,"Logical Memory, recognition",Women,65-69,65,191,0.3036649214659686,0.2931937172774869,0.2931937172774869,0.2879581151832461
Memory,lmr,"Logical Memory, recognition",Women,70-74,70,151,0.23178807947019867,0.152317880794702,0.1390728476821192,0.1390728476821192
Memory,lmr,"Logical Memory, recognition",Women,75-79,75,95,0.16842105263157894,0.11578947368421053,0.11578947368421053,0.11578947368421053
Memory,lmr,"Logical Memory, recognition",Women,80-84,80,156,0.33974358974358976,0.2948717948717949,0.2692307692307692,0.24358974358974358
Memory,lmr,"Logical Memory, recognition",Women,85-90,85,107,0.35514018691588783,0.29906542056074764,0.2336448598130841,0.17757009345794392
Memory,lmr,"Logical Memory, recognition",Men,50-54,50,249,0.3895582329317269,0.12449799196787148,0.028112449799196786,0.004016064257028112
Memory,lmr,"Logical Memory, recognition",Men,55-59,55,279,0.34050179211469533,0.24731182795698925,0.08243727598566308,0.03225806451612903
Memory,lmr,"Logical Memory, recognition",Men,60-64,60,210,0.3904761904761905,0.3904761904761905,0.34285714285714286,0.1619047619047619
Memory,lmr,"Logical Memory, recognition",Men,65-69,65,168,0.3273809523809524,0.3273809523809524,0.3273809523809524,0.3273809523809524
Memory,lmr,"Logical Memory, recognition",Men,70-74,70,149,0.2751677852348993,0.1610738255033557,0.1610738255033557,0.1610738255033557
Memory,lmr,"Logical Memory, recognition",Men,75-79,75,77,0.3246753246753247,0.2597402597402597,0.23376623376623376,0.2077922077922078
Memory,lmr,"Logical Memory, recognition",Men,80-84,80,84,0.35714285714285715,0.3333333333333333,0.32142857142857145,0.32142857142857145
Memory,lmr,"Logical Memory, recognition",Men,85-90,85,50,0.26,0.26,0.24,0.18
Memory,pasd,"Paired Associates, delayed recall",Women,50-54,50,310,0.20967741935483872,0.14193548387096774,0.14193548387096774,0.14193548387096774
Memory,pasd,"Paired Associates, delayed recall",Women,55-59,55,310,0.13225806451612904,0.08387096774193549,0.041935483870967745,0.041935483870967745
Memory,pasd,"Paired Associates, delayed recall",Women,60-64,60,239,0.17154811715481172,0.06276150627615062,0.04184100418410042,0.03347280334728033
Memory,pasd,"Paired Associates, delayed recall",Women,65-69,65,191,0.10471204188481675,0.031413612565445025,0.020942408376963352,0.015706806282722512
Memory,pasd,"Paired Associates, delayed recall",Women,70-74,70,148,0.07432432432432433,0.006756756756756757,0.006756756756756757,0
Memory,pasd,"Paired Associates, delayed recall",Women,75-79,75,92,0.08695652173913043,0.05434782608695652,0.021739130434782608,0.010869565217391304
Memory,pasd,"Paired Associates, delayed recall",Women,80-84,80,152,0.23684210526315788,0.15789473684210525,0.05263157894736842,0.046052631578947366
Memory,pasd,"Paired Associates, delayed recall",Women,85-90,85,100,0.2,0.07,0.05,0.01
Memory,pasd,"Paired Associates, delayed recall",Men,50-54,50,245,0.2938775510204082,0.07346938775510205,0.00816326530612245,0
Memory,pasd,"Paired Associates, delayed recall",Men,55-59,55,274,0.291970802919708,0.28832116788321166,0.11678832116788321,0.0364963503649635
Memory,pasd,"Paired Associates, delayed recall",Men,60-64,60,209,0.3588516746411483,0.3588516746411483,0.3588516746411483,0.22966507177033493
Memory,pasd,"Paired Associates, delayed recall",Men,65-69,65,166,0.20481927710843373,0.16265060240963855,0.16265060240963855,0.16265060240963855
Memory,pasd,"Paired Associates, delayed recall",Men,70-74,70,145,0.18620689655172415,0.1103448275862069,0.08275862068965517,0.06896551724137931
Memory,pasd,"Paired Associates, delayed recall",Men,75-79,75,75,0.12,0.08,0.08,0.06666666666666667
Memory,pasd,"Paired Associates, delayed recall",Men,80-84,80,80,0.3,0.25,0.1875,0.1375
Memory,pasd,"Paired Associates, delayed recall",Men,85-90,85,47,0.425531914893617,0.3617021276595745,0.23404255319148937,0.1276595744680851
Memory,pasi,"Paired Associates, immediate recall",Women,50-54,50,305,0.4557377049180328,0.26885245901639343,0.06229508196721312,0.022950819672131147
Memory,pasi,"Paired Associates, immediate recall",Women,55-59,55,310,0.4064516129032258,0.4064516129032258,0.33548387096774196,0.15161290322580645
Memory,pasi,"Paired Associates, immediate recall",Women,60-64,60,239,0.2384937238493724,0.22594142259414227,0.22594142259414227,0.22594142259414227
Memory,pasi,"Paired Associates, immediate recall",Women,65-69,65,222,0.14414414414414414,0.0945945945945946,0.0945945945945946,0.0945945945945946
Memory,pasi,"Paired Associates, immediate recall",Women,70-74,70,197,0.10152284263959391,0.06598984771573604,0.04060913705583756,0.030456852791878174
Memory,pasi,"Paired Associates, immediate recall",Women,75-79,75,172,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.023255813953488372
Memory,pasi,"Paired Associates, immediate recall",Women,80-84,80,176,0.17613636363636365,0.11931818181818182,0.06818181818181818,0.03409090909090909
Memory,pasi,"Paired Associates, immediate recall",Women,85-90,85,123,0.14634146341463414,0.07317073170731707,0.04065040650406504,0.008130081300813009
Memory,pasi,"Paired Associates, immediate recall",Men,50-54,50,247,0.4534412955465587,0.4493927125506073,0.2834008097165992,0.08097165991902834
Memory,pasi,"Paired Associates, immediate recall",Men,55-59,55,274,0.3759124087591241,0.3759124087591241,0.3759124087591241,0.354014598540146
Memory,pasi,"Paired Associates, immediate recall",Men,60-64,60,210,0.2571428571428571,0.1619047619047619,0.14761904761904762,0.14761904761904762
Memory,pasi,"Paired Associates, immediate recall",Men,65-69,65,204,0.14705882352941177,0.09803921568627451,0.0784313725490196,0.0784313725490196
Memory,pasi,"Paired Associates, immediate recall",Men,70-74,70,197,0.15736040609137056,0.09644670050761421,0.04568527918781726,0.030456852791878174
Memory,pasi,"Paired Associates, immediate recall",Men,75-79,75,127,0.18110236220472442,0.13385826771653545,0.07086614173228346,0.031496062992125984
Memory,pasi,"Paired Associates, immediate recall",Men,80-84,80,78,0.20512820512820512,0.10256410256410256,0.07692307692307693,0.0641025641025641
Memory,pasi,"Paired Associates, immediate recall",Men,85-90,85,45,0.28888888888888886,0.15555555555555556,0.15555555555555556,0.1111111111111111
Memory,pasr,"Paired Associates, recognition",Women,50-54,50,161,0.006211180124223602,0.006211180124223602,0.006211180124223602,0.006211180124223602
Memory,pasr,"Paired Associates, recognition",Women,55-59,55,196,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653
Memory,pasr,"Paired Associates, recognition",Women,60-64,60,232,0.008620689655172414,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,65-69,65,185,0.010810810810810811,0.005405405405405406,0,0
Memory,pasr,"Paired Associates, recognition",Women,70-74,70,113,0,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,75-79,75,110,0.07272727272727272,0.03636363636363636,0.02727272727272727,0.01818181818181818
Memory,pasr,"Paired Associates, recognition",Women,80-84,80,67,0.04477611940298507,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,85-90,85,75,0.10666666666666667,0.05333333333333334,0,0
Memory,pasr,"Paired Associates, recognition",Men,50-54,50,127,0.08661417322834646,0.05511811023622047,0.007874015748031496,0
Memory,pasr,"Paired Associates, recognition",Men,55-59,55,172,0.040697674418604654,0.040697674418604654,0.040697674418604654,0.01744186046511628
Memory,pasr,"Paired Associates, recognition",Men,60-64,60,171,0.0935672514619883,0.0935672514619883,0.0935672514619883,0.0935672514619883
Memory,pasr,"Paired Associates, recognition",Men,65-69,65,166,0.03614457831325301,0.024096385542168676,0.024096385542168676,0.024096385542168676
Memory,pasr,"Paired Associates, recognition",Men,70-74,70,98,0.030612244897959183,0.02040816326530612,0.02040816326530612,0.01020408163265306
Memory,pasr,"Paired Associates, recognition",Men,75-79,75,89,0.02247191011235955,0.02247191011235955,0.011235955056179775,0.011235955056179775
Memory,pasr,"Paired Associates, recognition",Men,80-84,80,44,0.13636363636363635,0.06818181818181818,0.045454545454545456,0.045454545454545456
Memory,pasr,"Paired Associates, recognition",Men,85-90,85,31,0.16129032258064516,0.12903225806451613,0.06451612903225806,0.03225806451612903
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,50-54,50,139,0.007194244604316547,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,55-59,55,94,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,60-64,60,75,0.013333333333333334,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,65-69,65,87,0.011494252873563218,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,70-74,70,71,0.014084507042253521,0.014084507042253521,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,75-79,75,46,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,80-84,80,35,0.02857142857142857,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,85-90,85,14,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,50-54,50,115,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,55-59,55,112,0.044642857142857144,0.017857142857142856,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,60-64,60,55,0.03636363636363636,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,65-69,65,71,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,70-74,70,67,0.014925373134328358,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,75-79,75,34,0.029411764705882353,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,80-84,80,23,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,85-90,85,8,0,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,50-54,50,339,0.0058997050147492625,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,55-59,55,330,0.0030303030303030303,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,60-64,60,246,0.0040650406504065045,0.0040650406504065045,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,65-69,65,190,0.015789473684210527,0.005263157894736842,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,70-74,70,147,0.006802721088435374,0.006802721088435374,0.006802721088435374,0
Psychomotor,trailsa,Trail Making Test Part A,Women,75-79,75,89,0.02247191011235955,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,80-84,80,132,0.12121212121212122,0.06060606060606061,0.015151515151515152,0.007575757575757576
Psychomotor,trailsa,Trail Making Test Part A,Women,85-90,85,94,0.10638297872340426,0.07446808510638298,0.031914893617021274,0.010638297872340425
Psychomotor,trailsa,Trail Making Test Part A,Men,50-54,50,269,0.007434944237918215,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076
Psychomotor,trailsa,Trail Making Test Part A,Men,55-59,55,298,0.013422818791946308,0.006711409395973154,0.003355704697986577,0.003355704697986577
Psychomotor,trailsa,Trail Making Test Part A,Men,60-64,60,215,0.004651162790697674,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,65-69,65,170,0.01764705882352941,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,70-74,70,147,0.02040816326530612,0.006802721088435374,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,75-79,75,73,0.0684931506849315,0.0136986301369863,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,80-84,80,80,0.1375,0.025,0.0125,0.0125
Psychomotor,trailsa,Trail Making Test Part A,Men,85-90,85,49,0.16326530612244897,0.08163265306122448,0.02040816326530612,0
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,50-54,50,343,0.33819241982507287,0.3206997084548105,0.3206997084548105,0.3206997084548105
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,55-59,55,332,0.1897590361445783,0.10843373493975904,0.08734939759036145,0.08734939759036145
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,60-64,60,248,0.1532258064516129,0.06048387096774194,0.04435483870967742,0.04032258064516129
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,65-69,65,223,0.10762331838565023,0.04484304932735426,0.02242152466367713,0.017937219730941704
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,70-74,70,196,0.08163265306122448,0.03571428571428571,0.025510204081632654,0.025510204081632654
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,75-79,75,164,0.10365853658536585,0.054878048780487805,0.036585365853658534,0.03048780487804878
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,80-84,80,170,0.18235294117647058,0.09411764705882353,0.052941176470588235,0.041176470588235294
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,85-90,85,127,0.11023622047244094,0.06299212598425197,0.031496062992125984,0.031496062992125984
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,50-54,50,274,0.4051094890510949,0.32116788321167883,0.12408759124087591,0.01824817518248175
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,55-59,55,298,0.3724832214765101,0.3724832214765101,0.3724832214765101,0.23154362416107382
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,60-64,60,220,0.18636363636363637,0.13636363636363635,0.13636363636363635,0.13636363636363635
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,65-69,65,210,0.15714285714285714,0.1,0.0761904761904762,0.07142857142857142
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,70-74,70,201,0.11442786069651742,0.07462686567164178,0.05472636815920398,0.03980099502487562
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,75-79,75,128,0.078125,0.0546875,0.0390625,0.0390625
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,80-84,80,77,0.14285714285714285,0.09090909090909091,0.05194805194805195,0.03896103896103896
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,85-90,85,42,0.16666666666666666,0.07142857142857142,0.047619047619047616,0.023809523809523808
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,50-54,50,345,0.3507246376811594,0.34492753623188405,0.34492753623188405,0.3333333333333333
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,55-59,55,333,0.19519519519519518,0.1111111111111111,0.10510510510510511,0.10510510510510511
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,60-64,60,249,0.15261044176706828,0.05220883534136546,0.03614457831325301,0.028112449799196786
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,65-69,65,226,0.084070796460177,0.030973451327433628,0.008849557522123894,0.004424778761061947
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,70-74,70,197,0.05583756345177665,0.030456852791878174,0.015228426395939087,0.01015228426395939
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,75-79,75,165,0.08484848484848485,0.030303030303030304,0.024242424242424242,0.024242424242424242
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,80-84,80,171,0.21637426900584794,0.0935672514619883,0.05263157894736842,0.03508771929824561
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,85-90,85,130,0.1076923076923077,0.046153846153846156,0.03076923076923077,0.015384615384615385
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,50-54,50,275,0.36,0.36,0.36,0.3418181818181818
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,55-59,55,298,0.25838926174496646,0.15436241610738255,0.1476510067114094,0.1476510067114094
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,60-64,60,221,0.13122171945701358,0.04524886877828054,0.027149321266968326,0.02262443438914027
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,65-69,65,210,0.12380952380952381,0.06666666666666667,0.05238095238095238,0.04285714285714286
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,70-74,70,204,0.10784313725490197,0.058823529411764705,0.05392156862745098,0.03431372549019608
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,75-79,75,131,0.12213740458015267,0.07633587786259542,0.030534351145038167,0.022900763358778626
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,80-84,80,80,0.25,0.1375,0.0875,0.025
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,85-90,85,41,0.17073170731707318,0.0975609756097561,0.07317073170731707,0.04878048780487805
Visual Learning,vrr,"Visual Reproductions, recognition",Women,50-54,50,314,0.20063694267515925,0.20063694267515925,0.20063694267515925,0.10191082802547771
Visual Learning,vrr,"Visual Reproductions, recognition",Women,55-59,55,316,0.2468354430379747,0.2468354430379747,0.2468354430379747,0.2468354430379747
Visual Learning,vrr,"Visual Reproductions, recognition",Women,60-64,60,244,0.22950819672131148,0.20901639344262296,0.19262295081967212,0.19262295081967212
Visual Learning,vrr,"Visual Reproductions, recognition",Women,65-69,65,223,0.20179372197309417,0.11210762331838565,0.08520179372197309,0.08520179372197309
Visual Learning,vrr,"Visual Reproductions, recognition",Women,70-74,70,195,0.21025641025641026,0.13846153846153847,0.1076923076923077,0.07692307692307693
