xprize_subdomain,test,test_label,sex_label,age_label,age_bin,N,N reversal 5yr,N reversal 10yr,N reversal 15yr,N reversal 20yr
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,55-59,55,326,1,0,0,1
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,60-64,60,238,0,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,65-69,65,184,3,1,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,70-74,70,144,2,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,75-79,75,89,1,1,0,1
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,80-84,80,129,10,2,1,3
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,85-90,85,79,1,2,0,1
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,50-54,50,267,0,0,9,17
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,55-59,55,294,1,0,0,2
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,60-64,60,211,0,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,65-69,65,162,1,0,0,1
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,70-74,70,144,1,1,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,75-79,75,71,2,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,80-84,80,78,3,2,1,2
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,85-90,85,48,1,0,0,4
Memory,lmd,"Logical Memory, delayed recall",Women,50-54,50,342,20,2,0,0
Memory,lmd,"Logical Memory, delayed recall",Women,55-59,55,334,56,19,0,2
Memory,lmd,"Logical Memory, delayed recall",Women,60-64,60,251,69,34,9,2
Memory,lmd,"Logical Memory, delayed recall",Women,65-69,65,224,0,22,46,13
Memory,lmd,"Logical Memory, delayed recall",Women,70-74,70,201,2,0,0,44
Memory,lmd,"Logical Memory, delayed recall",Women,75-79,75,176,6,2,0,9
Memory,lmd,"Logical Memory, delayed recall",Women,80-84,80,186,11,13,1,13
Memory,lmd,"Logical Memory, delayed recall",Women,85-90,85,136,9,6,1,5
Memory,lmd,"Logical Memory, delayed recall",Men,50-54,50,277,20,2,0,0
Memory,lmd,"Logical Memory, delayed recall",Men,55-59,55,299,48,5,0,0
Memory,lmd,"Logical Memory, delayed recall",Men,60-64,60,220,63,26,4,0
Memory,lmd,"Logical Memory, delayed recall",Men,65-69,65,209,4,41,29,12
Memory,lmd,"Logical Memory, delayed recall",Men,70-74,70,203,0,0,8,52
Memory,lmd,"Logical Memory, delayed recall",Men,75-79,75,133,7,0,0,24
Memory,lmd,"Logical Memory, delayed recall",Men,80-84,80,81,3,2,1,11
Memory,lmd,"Logical Memory, delayed recall",Men,85-90,85,46,5,2,0,8
Memory,lmi,"Logical Memory, immediate recall",Women,50-54,50,342,21,2,0,0
Memory,lmi,"Logical Memory, immediate recall",Women,55-59,55,334,62,12,1,0
Memory,lmi,"Logical Memory, immediate recall",Women,60-64,60,250,53,52,6,2
Memory,lmi,"Logical Memory, immediate recall",Women,65-69,65,226,0,17,34,25
Memory,lmi,"Logical Memory, immediate recall",Women,70-74,70,203,2,0,0,47
Memory,lmi,"Logical Memory, immediate recall",Women,75-79,75,179,6,0,0,15
Memory,lmi,"Logical Memory, immediate recall",Women,80-84,80,188,20,9,1,12
Memory,lmi,"Logical Memory, immediate recall",Women,85-90,85,137,4,7,1,5
Memory,lmi,"Logical Memory, immediate recall",Men,50-54,50,276,19,2,1,0
Memory,lmi,"Logical Memory, immediate recall",Men,55-59,55,298,47,7,1,0
Memory,lmi,"Logical Memory, immediate recall",Men,60-64,60,219,45,28,5,4
Memory,lmi,"Logical Memory, immediate recall",Men,65-69,65,210,4,35,33,8
Memory,lmi,"Logical Memory, immediate recall",Men,70-74,70,205,0,0,10,57
Memory,lmi,"Logical Memory, immediate recall",Men,75-79,75,137,12,1,0,20
Memory,lmi,"Logical Memory, immediate recall",Men,80-84,80,86,7,0,0,13
Memory,lmi,"Logical Memory, immediate recall",Men,85-90,85,46,3,0,1,9
Memory,lmr,"Logical Memory, recognition",Women,50-54,50,312,54,8,2,0
Memory,lmr,"Logical Memory, recognition",Women,55-59,55,317,44,42,11,6
Memory,lmr,"Logical Memory, recognition",Women,60-64,60,245,0,25,36,16
Memory,lmr,"Logical Memory, recognition",Women,65-69,65,191,2,0,1,55
Memory,lmr,"Logical Memory, recognition",Women,70-74,70,151,12,2,0,21
Memory,lmr,"Logical Memory, recognition",Women,75-79,75,95,5,0,0,11
Memory,lmr,"Logical Memory, recognition",Women,80-84,80,156,7,4,4,38
Memory,lmr,"Logical Memory, recognition",Women,85-90,85,107,6,7,6,19
Memory,lmr,"Logical Memory, recognition",Men,50-54,50,249,66,24,6,1
Memory,lmr,"Logical Memory, recognition",Men,55-59,55,279,26,46,14,9
Memory,lmr,"Logical Memory, recognition",Men,60-64,60,210,0,10,38,34
Memory,lmr,"Logical Memory, recognition",Men,65-69,65,168,0,0,0,55
Memory,lmr,"Logical Memory, recognition",Men,70-74,70,149,17,0,0,24
Memory,lmr,"Logical Memory, recognition",Men,75-79,75,77,5,2,2,16
Memory,lmr,"Logical Memory, recognition",Men,80-84,80,84,2,1,0,27
Memory,lmr,"Logical Memory, recognition",Men,85-90,85,50,0,1,3,9
Memory,pasd,"Paired Associates, delayed recall",Women,50-54,50,310,21,0,0,44
Memory,pasd,"Paired Associates, delayed recall",Women,55-59,55,310,15,13,0,13
Memory,pasd,"Paired Associates, delayed recall",Women,60-64,60,239,26,5,2,8
Memory,pasd,"Paired Associates, delayed recall",Women,65-69,65,191,14,2,1,3
Memory,pasd,"Paired Associates, delayed recall",Women,70-74,70,148,10,0,1,0
Memory,pasd,"Paired Associates, delayed recall",Women,75-79,75,92,3,3,1,1
Memory,pasd,"Paired Associates, delayed recall",Women,80-84,80,152,12,16,1,7
Memory,pasd,"Paired Associates, delayed recall",Women,85-90,85,100,13,2,4,1
Memory,pasd,"Paired Associates, delayed recall",Men,50-54,50,245,54,16,2,0
Memory,pasd,"Paired Associates, delayed recall",Men,55-59,55,274,1,47,22,10
Memory,pasd,"Paired Associates, delayed recall",Men,60-64,60,209,0,0,27,48
Memory,pasd,"Paired Associates, delayed recall",Men,65-69,65,166,7,0,0,27
Memory,pasd,"Paired Associates, delayed recall",Men,70-74,70,145,11,4,2,10
Memory,pasd,"Paired Associates, delayed recall",Men,75-79,75,75,3,0,1,5
Memory,pasd,"Paired Associates, delayed recall",Men,80-84,80,80,4,5,4,11
Memory,pasd,"Paired Associates, delayed recall",Men,85-90,85,47,3,6,5,6
Memory,pasi,"Paired Associates, immediate recall",Women,50-54,50,305,57,63,12,7
Memory,pasi,"Paired Associates, immediate recall",Women,55-59,55,310,0,22,57,47
Memory,pasi,"Paired Associates, immediate recall",Women,60-64,60,239,3,0,0,54
Memory,pasi,"Paired Associates, immediate recall",Women,65-69,65,222,11,0,0,21
Memory,pasi,"Paired Associates, immediate recall",Women,70-74,70,197,7,5,2,6
Memory,pasi,"Paired Associates, immediate recall",Women,75-79,75,172,8,4,0,4
Memory,pasi,"Paired Associates, immediate recall",Women,80-84,80,176,10,9,6,6
Memory,pasi,"Paired Associates, immediate recall",Women,85-90,85,123,9,4,4,1
Memory,pasi,"Paired Associates, immediate recall",Men,50-54,50,247,1,41,50,20
Memory,pasi,"Paired Associates, immediate recall",Men,55-59,55,274,0,0,6,97
Memory,pasi,"Paired Associates, immediate recall",Men,60-64,60,210,20,3,0,31
Memory,pasi,"Paired Associates, immediate recall",Men,65-69,65,204,10,4,0,16
Memory,pasi,"Paired Associates, immediate recall",Men,70-74,70,197,12,10,3,6
Memory,pasi,"Paired Associates, immediate recall",Men,75-79,75,127,6,8,5,4
Memory,pasi,"Paired Associates, immediate recall",Men,80-84,80,78,8,2,1,5
Memory,pasi,"Paired Associates, immediate recall",Men,85-90,85,45,6,0,2,5
Memory,pasr,"Paired Associates, recognition",Women,50-54,50,161,0,0,0,1
Memory,pasr,"Paired Associates, recognition",Women,55-59,55,196,0,0,0,1
Memory,pasr,"Paired Associates, recognition",Women,60-64,60,232,2,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,65-69,65,185,1,1,0,0
Memory,pasr,"Paired Associates, recognition",Women,70-74,70,113,0,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,75-79,75,110,4,1,1,2
Memory,pasr,"Paired Associates, recognition",Women,80-84,80,67,3,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,85-90,85,75,4,4,0,0
Memory,pasr,"Paired Associates, recognition",Men,50-54,50,127,4,6,1,0
Memory,pasr,"Paired Associates, recognition",Men,55-59,55,172,0,0,4,3
Memory,pasr,"Paired Associates, recognition",Men,60-64,60,171,0,0,0,16
Memory,pasr,"Paired Associates, recognition",Men,65-69,65,166,2,0,0,4
Memory,pasr,"Paired Associates, recognition",Men,70-74,70,98,1,0,1,1
Memory,pasr,"Paired Associates, recognition",Men,75-79,75,89,0,1,0,1
Memory,pasr,"Paired Associates, recognition",Men,80-84,80,44,3,1,0,2
Memory,pasr,"Paired Associates, recognition",Men,85-90,85,31,1,2,1,1
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,50-54,50,139,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,55-59,55,94,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,60-64,60,75,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,65-69,65,87,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,70-74,70,71,0,1,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,75-79,75,46,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,80-84,80,35,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,85-90,85,14,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,50-54,50,115,5,0,0,5
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,55-59,55,112,3,2,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,60-64,60,55,2,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,65-69,65,71,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,70-74,70,67,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,75-79,75,34,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,80-84,80,23,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,85-90,85,8,0,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,50-54,50,339,2,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,55-59,55,330,1,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,60-64,60,246,0,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,65-69,65,190,2,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,70-74,70,147,0,0,1,0
Psychomotor,trailsa,Trail Making Test Part A,Women,75-79,75,89,2,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,80-84,80,132,8,6,1,1
Psychomotor,trailsa,Trail Making Test Part A,Women,85-90,85,94,3,4,2,1
Psychomotor,trailsa,Trail Making Test Part A,Men,50-54,50,269,1,0,0,1
Psychomotor,trailsa,Trail Making Test Part A,Men,55-59,55,298,2,1,0,1
Psychomotor,trailsa,Trail Making Test Part A,Men,60-64,60,215,1,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,65-69,65,170,3,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,70-74,70,147,2,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,75-79,75,73,4,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,80-84,80,80,9,1,0,1
Psychomotor,trailsa,Trail Making Test Part A,Men,85-90,85,49,4,3,1,0
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,50-54,50,343,6,0,0,110
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,55-59,55,332,27,7,0,29
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,60-64,60,248,23,4,1,10
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,65-69,65,223,14,5,1,4
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,70-74,70,196,9,2,0,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,75-79,75,164,8,3,1,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,80-84,80,170,15,7,2,7
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,85-90,85,127,6,4,0,4
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,50-54,50,274,23,54,29,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,55-59,55,298,0,0,42,69
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,60-64,60,220,11,0,0,30
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,65-69,65,210,12,5,1,15
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,70-74,70,201,8,4,3,8
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,75-79,75,128,3,2,0,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,80-84,80,77,4,3,1,3
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,85-90,85,42,4,1,1,1
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,50-54,50,345,2,0,4,115
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,55-59,55,333,28,2,0,35
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,60-64,60,249,25,4,2,7
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,65-69,65,226,12,5,1,1
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,70-74,70,197,5,3,1,2
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,75-79,75,165,9,1,0,4
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,80-84,80,171,21,7,3,6
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,85-90,85,130,8,2,2,2
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,50-54,50,275,0,0,5,94
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,55-59,55,298,31,2,0,44
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,60-64,60,221,19,4,1,5
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,65-69,65,210,12,3,2,9
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,70-74,70,204,10,1,4,7
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,75-79,75,131,6,6,1,3
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,80-84,80,80,9,4,5,2
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,85-90,85,41,3,1,1,2
Visual Learning,vrr,"Visual Reproductions, recognition",Women,50-54,50,314,0,0,31,32
Visual Learning,vrr,"Visual Reproductions, recognition",Women,55-59,55,316,0,0,0,78
Visual Learning,vrr,"Visual Reproductions, recognition",Women,60-64,60,244,5,4,0,47
Visual Learning,vrr,"Visual Reproductions, recognition",Women,65-69,65,223,20,6,0,19
Visual Learning,vrr,"Visual Reproductions, recognition",Women,70-74,70,195,14,6,6,15
Visual Learning,vrr,"Visual Reproductions, recognition",Women,75-79,75,162,16,3,2,11
Visual Learning,vrr,"Visual Reproductions, recognition",Women,80-84,80,169,9,5,2,28
Visual Learning,vrr,"Visual Reproductions, recognition",Women,85-90,85,124,3,8,2,22
Visual Learning,vrr,"Visual Reproductions, recognition",Men,50-54,50,249,36,22,6,0
Visual Learning,vrr,"Visual Reproductions, recognition",Men,55-59,55,280,2,36,29,10
Visual Learning,vrr,"Visual Reproductions, recognition",Men,60-64,60,216,0,0,15,36
Visual Learning,vrr,"Visual Reproductions, recognition",Men,65-69,65,206,2,0,0,51
Visual Learning,vrr,"Visual Reproductions, recognition",Men,70-74,70,200,10,4,0,27
Visual Learning,vrr,"Visual Reproductions, recognition",Men,75-79,75,129,13,2,1,20
Visual Learning,vrr,"Visual Reproductions, recognition",Men,80-84,80,73,3,5,2,13
Visual Learning,vrr,"Visual Reproductions, recognition",Men,85-90,85,40,1,2,1,11
