xprize_subdomain,test,test_label,sex_label,age_label,age_bin,N,N reversal 5yr,N reversal 10yr,N reversal 15yr,N reversal 20yr
Memory,lmi,"Logical Memory, immediate recall",Men,65-69,65,210,80,76,41,8
Memory,lmi,"Logical Memory, immediate recall",Men,70-74,70,205,67,67,67,57
Memory,lmi,"Logical Memory, immediate recall",Men,75-79,75,137,33,21,20,20
Memory,lmi,"Logical Memory, immediate recall",Men,80-84,80,86,20,13,13,13
Memory,lmi,"Logical Memory, immediate recall",Men,85-90,85,46,13,10,10,9
Memory,lmr,"Logical Memory, recognition",Women,50-54,50,312,64,10,2,0
Memory,lmr,"Logical Memory, recognition",Women,55-59,55,317,103,59,17,6
Memory,lmr,"Logical Memory, recognition",Women,60-64,60,245,77,77,52,16
Memory,lmr,"Logical Memory, recognition",Women,65-69,65,191,58,56,56,55
Memory,lmr,"Logical Memory, recognition",Women,70-74,70,151,35,23,21,21
Memory,lmr,"Logical Memory, recognition",Women,75-79,75,95,16,11,11,11
Memory,lmr,"Logical Memory, recognition",Women,80-84,80,156,53,46,42,38
Memory,lmr,"Logical Memory, recognition",Women,85-90,85,107,38,32,25,19
Memory,lmr,"Logical Memory, recognition",Men,50-54,50,249,97,31,7,1
Memory,lmr,"Logical Memory, recognition",Men,55-59,55,279,95,69,23,9
Memory,lmr,"Logical Memory, recognition",Men,60-64,60,210,82,82,72,34
Memory,lmr,"Logical Memory, recognition",Men,65-69,65,168,55,55,55,55
Memory,lmr,"Logical Memory, recognition",Men,70-74,70,149,41,24,24,24
Memory,lmr,"Logical Memory, recognition",Men,75-79,75,77,25,20,18,16
Memory,lmr,"Logical Memory, recognition",Men,80-84,80,84,30,28,27,27
Memory,lmr,"Logical Memory, recognition",Men,85-90,85,50,13,13,12,9
Memory,pasd,"Paired Associates, delayed recall",Women,50-54,50,310,65,44,44,44
Memory,pasd,"Paired Associates, delayed recall",Women,55-59,55,310,41,26,13,13
Memory,pasd,"Paired Associates, delayed recall",Women,60-64,60,239,41,15,10,8
Memory,pasd,"Paired Associates, delayed recall",Women,65-69,65,191,20,6,4,3
Memory,pasd,"Paired Associates, delayed recall",Women,70-74,70,148,11,1,1,0
Memory,pasd,"Paired Associates, delayed recall",Women,75-79,75,92,8,5,2,1
Memory,pasd,"Paired Associates, delayed recall",Women,80-84,80,152,36,24,8,7
Memory,pasd,"Paired Associates, delayed recall",Women,85-90,85,100,20,7,5,1
Memory,pasd,"Paired Associates, delayed recall",Men,50-54,50,245,72,18,2,0
Memory,pasd,"Paired Associates, delayed recall",Men,55-59,55,274,80,79,32,10
Memory,pasd,"Paired Associates, delayed recall",Men,60-64,60,209,75,75,75,48
Memory,pasd,"Paired Associates, delayed recall",Men,65-69,65,166,34,27,27,27
Memory,pasd,"Paired Associates, delayed recall",Men,70-74,70,145,27,16,12,10
Memory,pasd,"Paired Associates, delayed recall",Men,75-79,75,75,9,6,6,5
Memory,pasd,"Paired Associates, delayed recall",Men,80-84,80,80,24,20,15,11
Memory,pasd,"Paired Associates, delayed recall",Men,85-90,85,47,20,17,11,6
Memory,pasi,"Paired Associates, immediate recall",Women,50-54,50,305,139,82,19,7
Memory,pasi,"Paired Associates, immediate recall",Women,55-59,55,310,126,126,104,47
Memory,pasi,"Paired Associates, immediate recall",Women,60-64,60,239,57,54,54,54
Memory,pasi,"Paired Associates, immediate recall",Women,65-69,65,222,32,21,21,21
Memory,pasi,"Paired Associates, immediate recall",Women,70-74,70,197,20,13,8,6
Memory,pasi,"Paired Associates, immediate recall",Women,75-79,75,172,16,8,4,4
Memory,pasi,"Paired Associates, immediate recall",Women,80-84,80,176,31,21,12,6
Memory,pasi,"Paired Associates, immediate recall",Women,85-90,85,123,18,9,5,1
Memory,pasi,"Paired Associates, immediate recall",Men,50-54,50,247,112,111,70,20
Memory,pasi,"Paired Associates, immediate recall",Men,55-59,55,274,103,103,103,97
Memory,pasi,"Paired Associates, immediate recall",Men,60-64,60,210,54,34,31,31
Memory,pasi,"Paired Associates, immediate recall",Men,65-69,65,204,30,20,16,16
Memory,pasi,"Paired Associates, immediate recall",Men,70-74,70,197,31,19,9,6
Memory,pasi,"Paired Associates, immediate recall",Men,75-79,75,127,23,17,9,4
Memory,pasi,"Paired Associates, immediate recall",Men,80-84,80,78,16,8,6,5
Memory,pasi,"Paired Associates, immediate recall",Men,85-90,85,45,13,7,7,5
Memory,pasr,"Paired Associates, recognition",Women,50-54,50,161,1,1,1,1
Memory,pasr,"Paired Associates, recognition",Women,55-59,55,196,1,1,1,1
Memory,pasr,"Paired Associates, recognition",Women,60-64,60,232,2,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,65-69,65,185,2,1,0,0
Memory,pasr,"Paired Associates, recognition",Women,70-74,70,113,0,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,75-79,75,110,8,4,3,2
Memory,pasr,"Paired Associates, recognition",Women,80-84,80,67,3,0,0,0
Memory,pasr,"Paired Associates, recognition",Women,85-90,85,75,8,4,0,0
Memory,pasr,"Paired Associates, recognition",Men,50-54,50,127,11,7,1,0
Memory,pasr,"Paired Associates, recognition",Men,55-59,55,172,7,7,7,3
Memory,pasr,"Paired Associates, recognition",Men,60-64,60,171,16,16,16,16
Memory,pasr,"Paired Associates, recognition",Men,65-69,65,166,6,4,4,4
Memory,pasr,"Paired Associates, recognition",Men,70-74,70,98,3,2,2,1
Memory,pasr,"Paired Associates, recognition",Men,75-79,75,89,2,2,1,1
Memory,pasr,"Paired Associates, recognition",Men,80-84,80,44,6,3,2,2
Memory,pasr,"Paired Associates, recognition",Men,85-90,85,31,5,4,2,1
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,50-54,50,139,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,55-59,55,94,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,60-64,60,75,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,65-69,65,87,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,70-74,70,71,1,1,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,75-79,75,46,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,80-84,80,35,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Women,85-90,85,14,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,50-54,50,115,10,5,5,5
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,55-59,55,112,5,2,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,60-64,60,55,2,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,65-69,65,71,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,70-74,70,67,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,75-79,75,34,1,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,80-84,80,23,0,0,0,0
Psychomotor,coding_correct,"WAIS-IV Coding, total correct",Men,85-90,85,8,0,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,50-54,50,339,2,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,55-59,55,330,1,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,60-64,60,246,1,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,65-69,65,190,3,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,70-74,70,147,1,1,1,0
Psychomotor,trailsa,Trail Making Test Part A,Women,75-79,75,89,2,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Women,80-84,80,132,16,8,2,1
Psychomotor,trailsa,Trail Making Test Part A,Women,85-90,85,94,10,7,3,1
Psychomotor,trailsa,Trail Making Test Part A,Men,50-54,50,269,2,1,1,1
Psychomotor,trailsa,Trail Making Test Part A,Men,55-59,55,298,4,2,1,1
Psychomotor,trailsa,Trail Making Test Part A,Men,60-64,60,215,1,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,65-69,65,170,3,0,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,70-74,70,147,3,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,75-79,75,73,5,1,0,0
Psychomotor,trailsa,Trail Making Test Part A,Men,80-84,80,80,11,2,1,1
Psychomotor,trailsa,Trail Making Test Part A,Men,85-90,85,49,8,4,1,0
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,50-54,50,343,116,110,110,110
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,55-59,55,332,63,36,29,29
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,60-64,60,248,38,15,11,10
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,65-69,65,223,24,10,5,4
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,70-74,70,196,16,7,5,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,75-79,75,164,17,9,6,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,80-84,80,170,31,16,9,7
Visual Learning,vrd,"Visual Reproductions, delayed recall",Women,85-90,85,127,14,8,4,4
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,50-54,50,274,111,88,34,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,55-59,55,298,111,111,111,69
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,60-64,60,220,41,30,30,30
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,65-69,65,210,33,21,16,15
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,70-74,70,201,23,15,11,8
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,75-79,75,128,10,7,5,5
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,80-84,80,77,11,7,4,3
Visual Learning,vrd,"Visual Reproductions, delayed recall",Men,85-90,85,42,7,3,2,1
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,50-54,50,345,121,119,119,115
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,55-59,55,333,65,37,35,35
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,60-64,60,249,38,13,9,7
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,65-69,65,226,19,7,2,1
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,70-74,70,197,11,6,3,2
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,75-79,75,165,14,5,4,4
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,80-84,80,171,37,16,9,6
Visual Learning,vri,"Visual Reproductions, immediate recall",Women,85-90,85,130,14,6,4,2
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,50-54,50,275,99,99,99,94
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,55-59,55,298,77,46,44,44
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,60-64,60,221,29,10,6,5
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,65-69,65,210,26,14,11,9
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,70-74,70,204,22,12,11,7
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,75-79,75,131,16,10,4,3
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,80-84,80,80,20,11,7,2
Visual Learning,vri,"Visual Reproductions, immediate recall",Men,85-90,85,41,7,4,3,2
Visual Learning,vrr,"Visual Reproductions, recognition",Women,50-54,50,314,63,63,63,32
Visual Learning,vrr,"Visual Reproductions, recognition",Women,55-59,55,316,78,78,78,78
Visual Learning,vrr,"Visual Reproductions, recognition",Women,60-64,60,244,56,51,47,47
Visual Learning,vrr,"Visual Reproductions, recognition",Women,65-69,65,223,45,25,19,19
Visual Learning,vrr,"Visual Reproductions, recognition",Women,70-74,70,195,41,27,21,15
Visual Learning,vrr,"Visual Reproductions, recognition",Women,75-79,75,162,32,16,13,11
Visual Learning,vrr,"Visual Reproductions, recognition",Women,80-84,80,169,44,35,30,28
Visual Learning,vrr,"Visual Reproductions, recognition",Women,85-90,85,124,35,32,24,22
Visual Learning,vrr,"Visual Reproductions, recognition",Men,50-54,50,249,64,28,6,0
Visual Learning,vrr,"Visual Reproductions, recognition",Men,55-59,55,280,77,75,39,10
Visual Learning,vrr,"Visual Reproductions, recognition",Men,60-64,60,216,51,51,51,36
Visual Learning,vrr,"Visual Reproductions, recognition",Men,65-69,65,206,53,51,51,51
Visual Learning,vrr,"Visual Reproductions, recognition",Men,70-74,70,200,41,31,27,27
Visual Learning,vrr,"Visual Reproductions, recognition",Men,75-79,75,129,36,23,21,20
Visual Learning,vrr,"Visual Reproductions, recognition",Men,80-84,80,73,23,20,15,13
Visual Learning,vrr,"Visual Reproductions, recognition",Men,85-90,85,40,15,14,12,11
